2669.41,2320.48
2697.9,2374.48
2701.2,2406.96
2691.57,2428.18
2695.08,2461.51
2692.4,2489.55
2700.43,2527.9
2697.21,2556.12
2700.95,2591.31
2725.17,2646.86
2723.13,2677.56
2725.08,2712.56
2733.03,2754.08
2723.08,2777.94
2698.32,2786.7
2697.07,2819.83
2696.19,2853.77
2695,2887.81
2698.92,2927.83
2691.67,2956.17
2684.84,2985.27
2687.72,3025.62
2692.19,3068.36
2683.13,3096.17
2654.32,3101.18
2639.76,3122.76
2646.18,3169.61
2692.83,3266.03
2692.94,3307.31
2692.64,3348.71
2691.94,3390.24
2691.44,3432.66
2689.92,3474.42
2687.98,3516.29
2685.62,3558.26
2687.63,3606.75
2684.41,3648.95
2690.76,3705
2686.61,3747.46
2691.29,3803.06
2686.8,3846.56
2690.95,3903.32
2688.88,3952
2687.99,4003.3
2685.46,4053.07
2682.97,4103.79
2683.75,4160.51
2683.94,4217.4
2688.31,4282.07
2687.78,4340.15
2681.94,4390.7
2684.36,4455.9
2686.07,4521.29
2682.54,4579.11
2686.89,4651.77
2686.5,4717.71
2689.31,4790.79
2691.33,4864.08
2688.23,4929.67
2684.91,4996.28
2680.87,5063.04
2683.51,5144.12
2682.96,5220.98
2682.03,5298.91
2683.81,5384.18
2680.68,5461.6
2681.04,5548.18
2681.74,5637.67
2686.52,5738.25
2680.12,5817.3
2686.07,5925.63
2683.45,6017.81
2682.62,6116.59
2680.67,6215.58
2686.58,6335.95
2678.42,6426.16
2685.18,6555.37
2681.11,6661.71
2641.28,6680.83
2594.43,6682
2547.32,6681.91
2497.85,6674.94
2454.08,6682.64
2404.88,6675
2358.21,6673.6
2311.96,6672.83
2266.14,6672.69
2222.31,6677.93
2173.84,6668.63
2130.44,6674.22
2086.75,6678.58
2041.34,6676.92
1995.45,6673.04
1949.97,6669.8
1907.07,6674.91
1863.92,6678.78
1818.16,6672.73
1775.38,6677
1730.35,6672.28
1687.41,6675.02
1644.49,6677.48
1601.38,6678.7
1556.73,6672.82
1513.97,6674.45
1469.54,6667.99
1364.56,6377.65
1321.53,6367.3
1279.28,6359.61
1240.22,6367.34
1199.64,6366.97
1158.93,6365.36
1119.84,6372.35
1079.37,6371.22
1037.67,6361.93
998.607,6368.18
958.313,6366.28
918.081,6364.12
879.004,6369.64
838.85,6366.98
798.761,6364.07
758.74,6360.91
718.675,6356.5
679.649,6360.79
639.797,6356.88
600.018,6352.73
561.017,6356.29
521.342,6351.64
482.349,6354.72
442.782,6349.58
403.296,6344.19
364.352,6346.55
325.446,6349.67
286.424,6350.54
247.131,6344.19
208.19,6345.59
169.241,6346.74
130.285,6347.66
91.2239,6341.34
52.295,6340.78
13.3777,6340.99
-25.507,6332.95
-64.3849,6333.67
-103.141,6326.16
-142.213,6336.4
-190.242,6655.28
-231.362,6661.98
-272.245,6660.44
-313.117,6658.64
-354.403,6664.58
-394.885,6655.3
-436.182,6659.73
-477.618,6664.91
-518.514,6661.85
-559.391,6658.54
-600.246,6654.99
-641.847,6659.14
-682.704,6655.07
-724.401,6658.71
-765.255,6654.14
-807.162,6658.25
-848.012,6653.17
-889.889,6655.77
-930.86,6651.18
-973.833,6660.18
-1014.84,6655.07
-1050.34,6615.13
-1089.45,6599.68
-1141.08,6657.92
-1183.32,6658.67
-1225.62,6659.15
-1034.9,5435.35
-1063.42,5404.37
-1128.02,5552.58
-1395.48,6659.36
-1436.32,6650.67
-1061.38,4772.4
-1085.52,4743.38
-1072.46,4557.52
-1041.42,4306.88
-1042.29,4197.53
-1068.03,4191.05
-1124.84,4303.42
-1156.92,4317.69
-1189.22,4331.72
-1209.02,4300.27
-1238.98,4305.27
-1267.93,4306.21
-1296.35,4305.05
-1323.92,4300.84
-1347.59,4284.05
-2135.89,6647.28
-2181.33,6648.29
-1421.16,4243.34
-1437.8,4207.1
-1458.98,4184.97
-1492.01,4196.67
-2411.89,6654.39
-2458.57,6655.41
-2505.01,6655.17
-2551.54,6654.61
-2595.24,6646.27
-2644.85,6652.52
-2692.01,6651.92
-2738.87,6650.07
-2788.91,6655.27
-2835.98,6652.75
-2883.52,6650.81
-2933.96,6654.95
-2981.3,6651.42
-3005.06,6595.69
-3079.94,6651.53
-3130.93,6654.22
-3038.87,6357
-3042.88,6266.26
-3050.76,6185.59
-3026.87,6043.36
-3020.38,5939.1
-3012.74,5835.14
-3022.49,5766.94
-3057.83,5748.29
-3096.85,5736.45
-3005.65,5486.68
-2993.6,5385.97
-3068.35,5441.53
-3101.68,5422.6
-3090.24,5326.48
-3108.17,5282.42
-3122.6,5233.18
-3125.67,5166.01
-3116,5079.39
-3155.04,5072.91
-3198.38,5072.9
-3233.23,5059.08
-3211.48,4957.73
-3039.33,4629.46
-2998.45,4506.65
-3003.13,4454.17
-3007.85,4402.62
-3011.47,4350.37
-3015.15,4299.06
-2982.4,4197.32
-3013.94,4187.05
-3104.39,4257.36
-3144.72,4257.53
-3189.96,4263.77
-3235.4,4269.62
-3276.76,4269.51
-3327.45,4280.9
-3369.13,4280.05
-3420.89,4291.35
-3391.89,4201.8
-3424.57,4189.42
-3447.03,4164.47
-3440.41,4104.91
-3434.48,4047.12
-3438.4,4001.7
-3441.23,3955.62
-3438.35,3903.66
-3440.94,3858.6
-3437.76,3807.72
-3439.47,3762.93
-3440.09,3717.53
-3435.49,3667.16
-3435.22,3622.06
-3435.23,3577.82
-3434.12,3533.01
-3433.29,3489.06
-3431.35,3444.54
-3435.39,3406.52
-3439.08,3368.58
-3436.7,3325.15
-3438.97,3286.73
-3435.8,3243.59
-3437.36,3205.39
